NC;L1;202602;2.0TD;230970;1522;103,2;197,16;0;5,04;132,81;2,52
NC;L1;202602;2.0TD;051146;243;66,73;33,24;0;2,82;51,12;0,73
NC;L2;202602;RL.1;082188;1180;12,95;81,5;0;1,26;23,24;1,07
NC;L2;202602;RL.2;280072;9144;67,53;725,38;0;3,7;157,71;9,53
NC;L2;202602;RL.1;031199;3246;38,9;266,15;0;4,99;69,31;3,54
NC;L1;202602;2.0TD;030481;3446;188,9;486,23;0;10,41;217,68;6,87
NC;L1;202602;2.0TD;460771;5059;231,11;737,26;0;12,66;360,43;9,12
NC;L1;202602;2.0TD;051696;177;46,77;35,07;0;3,48;39,56;0,64
NC;L2;202602;RL.2;031409;3398;28,12;239,89;0;1,39;59,76;3,12
NC;L1;202602;2.0TD;070051;2070;95,14;273,13;0;4,11;137,49;3,45
NC;L2;202602;RL.2;081635;11082;113,85;796,84;0;6,02;209,4;10,52
NC;L1;202602;2.0TD;080109;592;35,94;79,4;0;1,52;41,36;1,11
NC;L1;202602;2.0TD;451534;0;6,02;0;0;0,75;3,18;0,04
NC;L1;202602;2.0TD;082613;3411;93,19;467,85;0;3,9;185,96;5,63
NC;L1;202602;2.0TD;290580;1540;47,1;204,92;0;2,46;80,21;2,58
NC;L1;202602;2.0TD;470881;103;29,89;14,8;0;1,68;28,25;0,24
NC;L1;202602;2.0TD;270594;1509;105,76;147,32;0;2,72;154,05;1,49
NC;L1;202602;2.0TD;492716;20;39,38;4,07;0;2,43;58,04;0000000000000-0,22
NC;L1;202602;2.0TD;101323;0;9,53;0;0;1,68;15,89;00000000000000-0,1
NC;L1;202602;2.0TD;130394;2463;186,13;306,77;0;9,68;275,68;3,26
NC;L1;202602;2.0TD;370140;1191;45,52;135,03;0;1,52;58,97;1,82
NC;L2;202602;RL.2;330117;52688;249,76;1917,26;0;21,01;903,79;18,93
NC;L1;202602;2.0TD;290022;1580;65,32;206,86;0;3,33;116,12;2,35
NC;L1;202602;2.0TD;170890;1504;120,24;204,55;0;5,54;148,26;2,64
NC;L2;202602;RL.1;470231;4614;39,61;316,77;0;3,73;86,02;4,06
NC;L1;202602;2.0TD;180457;3087;113,92;429,3;0;4,29;220,29;4,84
NC;L2;202602;RL.2;330208;48894;336,66;3540,38;0;20,92;868,41;45,13
NC;L2;202602;RL.3;450818;225;45,47;14,54;0;0,99;29,39;0,46
NC;L2;202602;RL.2;390247;13798;83,69;1327,32;0;5,58;241,97;17,54
NC;L1;202602;2.0TD;470151;223;22,99;27,6;0;0,94;32,45;0,27
NC;L1;202602;2.0TD;200454;76927;6263,02;13542,07;0;374,26;11405,83;126,01
NC;L1;202602;2.0TD;330100;22266;2036,41;4382,41;0;130,2;4568,19;27,77
NC;L2;202602;RL.1;390876;567665;6713,96;53400,1;0;817,84;11719,69;725,82
NC;L1;202602;2.0TD;471868;149488;14203,61;23947,36;0;853,27;21837,92;244,63
NC;L2;202602;RL.1;480157;1029609;10741,82;110322,12;0;1336,29;20866,99;1502,94
NC;L1;202602;2.0TD;010590;554844;53605,48;99719,44;0;3357,47;55271,74;1470,71
NC;L2;202602;RL.1;480139;527355;5907,27;51431,41;0;675,73;10542,19;701,94
NC;L1;202602;2.0TD;330609;181202;16125,52;34933,74;0;1047,33;35533,56;232,94
NC;L2;202602;RL.1;330349;15897;323,76;1691,33;0;43,15;351,27;24,98
NC;L2;202602;RL.1;300158;99899;1126,82;8954,05;0;131,87;2068,79;120,14
NC;L1;202602;2.0TD;330693;48586;4906,45;9349,12;0;298,84;8782,71;82,06
NC;L1;202602;2.0TD;390759;116146;12177,04;19994,19;0;697,74;16179,01;239,88
NC;L1;202602;2.0TD;390128;16547;1412,95;2642,43;0;72,76;2330,44;25,89
NC;L2;202602;RL.1;470105;46560;380,13;3474,97;0;39,78;877,96;44,64
NC;L1;202602;2.0TD;462055;5378;400,86;850,11;0;19,57;590,78;9,88
NC;L2;202602;RL.2;080193;155935;1426,32;11326,13;0;74,99;2855,04;148,45
NC;L1;202602;2.0TD;040293;3995;158,74;563,37;0;8,4;239,70;7,24
NC;L2;202602;RL.1;480583;11661;125,17;1095,28;0;14,91;188,87;15,47
NC;L2;202602;RL.2;471868;202426;1539,13;14366,63;0;88,15;3604,45;184,61
NC;L1;202602;2.0TD;480216;1429;156,98;243,11;0;10,06;229,25;2,57
NC;L2;202602;RL.2;390128;55655;423,15;4728,01;0;25,06;997,14;62,31
NC;L1;202602;2.0TD;080410;1756;153,38;254,8;0;6,69;150,45;3,86
NC;L1;202602;2.0TD;200795;20856;2117,77;3655,25;0;124,08;3541,99;33,46
NC;L2;202602;RL.1;110282;81479;1606,58;7888,31;0;281,27;2295,02;108,02
NC;L1;202602;2.0TD;020371;3227;221,32;467,79;0;11,75;251,78;6,56
NC;L1;202602;2.0TD;330539;13618;2193,64;2616,32;0;150,77;4443,52;5,45
NC;L2;202602;RL.1;090487;708;9,95;51,71;0;1,32;16,07;0,68
NC;L1;202602;2.0TD;241494;0;32,6;0;0;2,48;55,5;0000000000000-0,35
NC;L1;202602;2.0TD;150912;1616;38,83;228,3;0;2,72;90,17;2,65
NC;L1;202602;2.0TD;450876;4219;255,74;603,27;0;16,16;458,02;6,01
NC;L2;202602;RL.1;081593;27972;236,91;2247,48;0;24,15;516,58;29,51
NC;L1;202602;2.0TD;110159;29940;2063,76;4220,17;0;115,42;3281,86;45,03
NC;L1;202602;2.0TD;330404;55867;4987,39;10449,63;0;291;10469,95;74,47
NC;L2;202602;RL.1;330404;16715;176,07;1293,22;0;22,92;348,99;16,79
